kd7519,https://drive.google.com/file/d/11jPakpBGUYyBvo-GShpZYey0dp-QBGwq/view?usp=sharing,https://drive.google.com/file/d/1__zwwIg4o2FqnTU_E-EJ8FqKwk3t6700/view?usp=sharing,,колодки дисковые п,"Audi A1 (8X) 2010–2018, Audi A3 (8L1) 1996–2003;
Brilliance H530 2011;
Seat Cordoba 2002–2008, Seat Ibiza III 2002–2008, Seat Ibiza IV 2008–2017;
Seat Leon (1M1) 1999–2006, Seat Toledo II 1999–2006;
Skoda Fabia 1999–2007, Skoda Fabia 2007–2015, Skoda Fabia 2015;
Skoda Octavia (A4 1U-) 2000–2011, Skoda Octavia 1997–2000;
Skoda Rapid 2013–2020;
VW Fox 2005–2011, VW Golf IV/Bora 1997–2005, VW Jetta 2011–2018, VW New Beetle 1998–2010, VW Polo (HB) 2009–2017, VW Polo (Sed RUS) 2011–2020, VW Polo 2001–2009.",6R0698151A,ASIMCO,Турц,10,2000
kd6737,https://drive.google.com/file/d/1qQyPkQUWdFbszlhCE9qf7wO4C7wNqd-T/view?usp=sharing,https://drive.google.com/file/d/1bk16YysAO8NhUhz7cwa73X2wztTV10-z/view?usp=sharing,,Тормозная колодка,"BMW 3 (E46), 3 Compact (E46), 3 Coupe (E46), 3 Touring (E46), Z4 (E85), Z4 Coupe.",34216778168,ASIMCO,Турц,19,2100
kd7733f,https://drive.google.com/file/d/1i05Ew_WfqSZWaTs91fmTGH3maMeXsAXL/view?usp=sharing,https://drive.google.com/file/d/17A61vHfEQyGLM6zk-CSP-gCu2_BIDmIF/view?usp=sharing,,Тормозные колодки,Range Rover 2002–2006 годов выпуска.,SFP500210,ASIMCO,Турц,10,2100
kd1301,,,,Колодки тормозные передние,"INFINITI FX 35/45 (с 2003 года выпуска) и PATHFINDER (R51M) (с 2004 года выпуска). 
EuroAuto.ru
PlentyCar.ru
Также предназначены для Nissan Murano Z51 (2007–2014 годы выпуска).",41060EG090,ASIMCO,Турц,10,2200
kd4723,,,,колодки тормозные передние,MITSUBISHI L 200 (с механическим датчиком).,4605a198,ASIMCO,Турц,6,2200
kd7798,https://drive.google.com/file/d/1ZUpeBczUsulUlM9b6BuUWiXNwUjergCp/view?usp=sharing,https://drive.google.com/file/d/1e08k46GZDNb5ERcSj5rYIsBkRnek1zsC/view?usp=sharing,,колодки дисковые п,"Audi A4 (2005–2009), кузов B7.",8E0698151C,ASIMCO,Турц,16,2200
kd2640,,,,Тормозная колодка,TOYOTA RAV 4,04465-42130,ASIMCO,Турц,10,2100
kd2701,,,,Тормозные колодки,"TOYOTA PLATZ: I (1999–2005), TOYOTA PROBOX: I (2002–2024), TOYOTA VIOS: I (2003–2007), TOYOTA YARIS: I (1999–2005);",446552030,ASIMCO,Турц,9,2000
kd7562,https://drive.google.com/file/d/1Xx-ZpzkWIiU61Shirj9bSRCAejrscQpU/view?usp=sharing,https://drive.google.com/file/d/1RD993Ds8XH_pK1q2JrEFLOFcagm3QlQU/view?usp=sharing,,ТОРМОЗНЫЕ КОЛОДКИ,Mercedes G class W463.,A6014208720,ASIMCO,Турц,14,2000
kd7746,https://drive.google.com/file/d/11AlGg7q2BQWiy0_5dD7iiV4ktrIw4Bpf/view?usp=sharing,https://drive.google.com/file/d/1x4tqEigGHc1Ewat4Mwv9zy0x6TqSxuX2/view?usp=sharing,,колодки дисковые п,MERCEDES-BENZ моделей W210/W202/C208 с двигателями объёмом 2.0–2.8 л.,A0054204720,ASIMCO,Турц,10,2000
kd7739,https://drive.google.com/file/d/1lCc31ANI5k9BDJi1n_y7ke2AzKKHk0oh/view?usp=sharing,https://drive.google.com/file/d/19I-QIlo4RWfmhs_aNrG-3iWW0sN9p0yH/view?usp=sharing,,Колодка тормозная,"S-CLASS (W220). В том числе для модификаций S 280 (220.063, 220.163) (1998–2005) и S 320 (220.065, 220.165).
S-CLASS Coupe (C215). В частности, для модификации CL 63 AMG (1999–2006).",a0044209420,ASIMCO,Турц,6,2100
kd7742,https://drive.google.com/file/d/1wqoMCQ2X17bEe2BjivoKyhhmzvYeX1oS/view?usp=sharing,https://drive.google.com/file/d/1c1I1mCupkFaA1mIBXzuYaVgRfxgUvrCR/view?usp=sharing,,Тормозная колодка,Mercedes-Benz C-Class (W203) 2000–н. в. и E-Class (W211) 2002–н. в..,A0034205820,ASIMCO,Турц,10,2200
kd2765,https://drive.google.com/file/d/1Ijv5Crv6cdxoA8-rGEnLBwk3H3P02iAk/view?usp=share_link,https://drive.google.com/file/d/1hS7b4g1PAKaTKwxKkTMYq5CvhejpX3LS/view?usp=sharing,,тормозная колодка,"Toyota: Camry V (XV30) (2.0;2.4;3.0), Camry VI (XV40) (2.0;2.0 VVT-I;2.4;2.4 Hybrid;2.4 VVTi;2.4 VVTi Hybrid;2.4 VVT-i Hybrid;2.5;2.5 VVTi;3.5), Camry VII (XV50) (2.0; 2.5;2.5 Hybrid;3.5;3.5 VVTI);
Daihatsu: Altis sedan (2.4;2.4 AWD;2.4 VVTi SX;2.4 VVTi SX AWD;2.5 Hybrid);
Lexus: ES V (GSV4, ACV4) (3.5).",04465-33440,ASIMCO,Турц,10,2100
kd2637,https://drive.google.com/file/d/1KEfZHya8dAsXkqoiP1HsBP-tr0-S5lQ5/view?usp=sharing,https://drive.google.com/file/d/1FFiR94Pfe3NOEVHxK7GN5XOxUzCCJpt1/view?usp=sharing,,тормозная колодка,Toyota RAV4/VANGUARD,04466-42050,ASIMCO,Турц,9,2000
kd2753,https://drive.google.com/file/d/17ec46-wSVVkyhax1q-nVOkyGY82iLMVt/view?usp=sharing,https://drive.google.com/file/d/1cRYqfcWoHQ6ue16dd0CknMQMh4M13_xr/view?usp=sharing,,Тормозная колодка,Lexus RX (XU30) 2003–2009 годов выпуска.,04465-0W070,ASIMCO,Турц,10,2000
kd2755,https://drive.google.com/file/d/1QGjRHj_mRFpt6sIUMIdMMEBah2mkMMqv/view?usp=sharing,https://drive.google.com/file/d/1r-cO9LufECIUG3ptjU3COkgVcTfi44Xe/view?usp=sharing,,Тормозная колодка,Toyota Land Cruiser 100,04466-60070,ASIMCO,Турц,10,2200
kd2387,,,,Тормозная колодка,"Toyota Land Cruiser 100 (модели UZJ100, HDJ101). ",04465-60250,ASIMCO,Турц,16,2300
kd3711,https://drive.google.com/file/d/1RpKUVxfDsZDgtiTko8wl1TAEc5m8x9Ij/view?usp=sharing,https://drive.google.com/file/d/1WGH5IKPSA5Mck9FEN0oWve038-74r4tA/view?usp=sharing,,тормозная колодка,SUZUKI Vitara/Grand Vitara.,55200-77E00,ASIMCO,Турц,8,2000
kd2741w,,,,Тормозная колодка,"ALTEZZA/ALTEZZA GITA, ARISTO, CROWN/MAJESTA, LEXUS GS, LEXUS IS, LEXUS SC, MARK 2, SOARER, VEROSSA.",04465-22312,ASIMCO,Турц,10,2000
k2442,https://drive.google.com/file/d/1lE3kacYiAz2ikywSi0H1Mb4TftBibixz/view?usp=sharing,https://drive.google.com/file/d/17CeRDNiMZ5XUK8sV-ZAwqdQzVyWAxPmH/view?usp=sharing,,Тормозные колодки,Toyota Dyna 2002–2016.,04494-36290,ASIMCO,Турц,16,2300
kd6789,https://drive.google.com/file/d/1KbmEv88nPQxQ9xxtJn4LiGSiek6--KqC/view?usp=sharing,https://drive.google.com/file/d/1-tG2kWE9y1ryeObT0J8qvI69M-s1Ec9j/view?usp=sharing,,Колодка тормозная,Ford Transit (модели 2.2TDCI/2.4TDCI/3.2TDCI all 06-> /WK+).,1 852 717,ASIMCO,Турц,10,2100
kd6508,https://drive.google.com/file/d/1qleTahYn3OsnsrjiPY9lgoq3_4ZJtuvO/view?usp=sharing,https://drive.google.com/file/d/1WAWVVlGjiWeEHwnoq1ELFhTCoP-a7FJA/view?usp=sharing,,Тормозные колодки,"Ford, Mazda, Opel, Volvo;
модели: Focus, Kuga, 3, 5, Vectra C, S40, C30",1 809 458,ASIMCO,Турц,6,2200
kd7549,,,,Тормозные колодки,"Mercedes-Benz G-Class W463 (от 1989);
Mercedes-Benz GL-Class X164 (2006–2012);
Mercedes-Benz W164 M-Klasse (ML) (2005–2011);
Mercedes-Benz W211 E-Klasse (2002–2009);
Mercedes-Benz W251 R-Klasse (2005–2017).",a1644200820,ASIMCO,Турц,10,2900
kd7550,https://drive.google.com/file/d/1ksTZp79ySvjVaLmIdeOy93XTMFYB__nt/view?usp=sharing,https://drive.google.com/file/d/11wB06hZknuueUP7qvCndISK17NR7GnVh/view?usp=sharing,,колодки дисковые п,"BMW 3' E36, BMW 3' E46, BMW Z4 E85.",34116761244,ASIMCO,Турц,44,2200
kd7717f,https://drive.google.com/file/d/1MgRLXZXAKCqgaG2CK1s0I7rC3NV_fMHx/view?usp=sharing,https://drive.google.com/file/d/1Vp5v5lt5HL9G5xyGBl5iQRH-HYX_EWQt/view?usp=sharing,,Тормозная колодка,"E36 (М3), E46 9 (М3), E34 (M5 3.6 / 3.8), Z3 M3.2 S54, Z3 M3.2 S50, Z4 M3.2.",34111159279,ASIMCO,Турц,10,2100
kd7761,https://drive.google.com/file/d/1VcfEsABdtagvEZ83jiOS-xAnUxQzURaP/view?usp=sharing,https://drive.google.com/file/d/1J2VZ679VmbC2baXncbSuSGqip5CipqeL/view?usp=sharing,,колодки дисковые п.,"5 sedan iv 530 d (2000–2004 годы выпуска), 5 sedan iv 530 i (2000–2004 годы выпуска), 5 sedan iv 535 i (1999–2003 годы выпуска), 5 sedan iv 540 i (1997–2004 годы выпуска);
5 wagon iv 530 d (2000–2004 годы выпуска), 5 wagon iv 530 i (2000–2004 годы выпуска), 5 wagon iv 540 i (1997–2004 годы выпуска);
7 iii 740 i,il (1994–1996 годы выпуска);
X5 3.0 d (2009–2015 годы выпуска), X5 3.0 i (2005–2008 годы выпуска), X5 4.4 i (1999–2003 годы выпуска).",34116761252,ASIMCO,Турц,46,2100
kd6737f,https://drive.google.com/file/d/1eU9GgZ4F3okObZNC9fMbUuZ7956Sowk-/view?usp=sharing,https://drive.google.com/file/d/1SkaV1hMsZKkRVDiR6fHFQEEEAq87ePC8/view?usp=sharing,,Тормозная колодка,"BMW 3 (E46), 3 Compact (E46), 3 Coupe (E46), 3 Touring (E46), Z4 (E85), Z4 Coupe.",34216778168,ASIMCO,Турц,3,2000
kd77527,,,,тормозная колодка,"Audi A6 (2005–2011), Audi A8 (2004–2010), VOLKSWAGEN Phaeton (2011–2016).",4E0698151J,ASIMCO,Турц,10,2900
kd7534,https://drive.google.com/file/d/1oRTFm5JgQ6NQPRdfBTjekI0s2xyn7ODw/view?usp=sharing,https://drive.google.com/file/d/1oN80GPctvlvgSds6N5FMqfBSC9x3qle4/view?usp=sharing,,Тормозная колодка,BMW X5 F15 и X6 F16,34216776937,ASIMCO,Турц,10,2000
kd1710f,https://drive.google.com/file/d/1ektgU1sdQkkNYd248HoHI2DZtBGcpG6M/view?usp=sharing,https://drive.google.com/file/d/1NVTT7vAiotS1a2tpSxJGlpW0SZtc6IWb/view?usp=sharing,,Тормозная колодка,"Nissan Altima, Juke, Maxima, Murano, Pathfinder, Quest, Rogue, Sentra, X-Trail и другие.",D1060JN00A,ASIMCO,Турц,10,2000
kd1740,,,,Колодки тормозные,"Nissan Note, Micra K12, Tiida",41060ee30j,ASIMCO,Турц,10,2100
kd1760,https://drive.google.com/file/d/19CdSgHfUYUyzg1Vp3MnlK56Jh_Wu1ogY/view?usp=sharing,https://drive.google.com/file/d/1ckDdUWrL_foCNHkFG5S9Ehklz2YT05pD/view?usp=sharing,,Тормозная колодка,"INFINITI: FX 35, FX45 (03–08); NISSAN: MURANO (03–08), QUEST (05–05), ALTIMA (02–06), MAXIMA (04–08).",D4060-JA00J,ASIMCO,Турц,11,2000
kd7708,,,,Тормозные колодки,"AUDI A6 Avant (4B5, C5) с двигателями 2.5 TDI quattro (дизель, 1997–2005) и 2.7 T (бензин, 1997–2005).",JZW698451F,ASIMCO,Турц,4,2000
kd9704,https://drive.google.com/file/d/1cIq1rZPvJo_CuFqUJ3AjSTt-z9udl_wa/view?usp=sharing,https://drive.google.com/file/d/1RwXtaYuXbohD7WAkGoE7fwGd-Ncky1lh/view?usp=sharing,,Тормозные колодки,"GAC GS5 (с 2020 года выпуска), Hyundai Elantra (2006–2011), Hyundai Getz (2002–2010), Hyundai Grandeur IV (TG) (2005–2011) и другие.",58302-2EA00,ASIMCO,Турц,10,2000
kd3723,https://drive.google.com/file/d/1hm89grwPk05eqI7nwneHU0zAvy9yj9wS/view?usp=sharing,https://drive.google.com/file/d/1YnuY0-UvMT2WzB_ZAySVjAqiJKVUm1ob/view?usp=sharing,,Тормозные колодки,Subaru Outback VI (модель 2020–2025).Tribeca (модели 2.0/3.6),26296XA010,ASIMCO,Турц,10,2100
kd9728,https://drive.google.com/file/d/1ZfR9E0G8euXAwy1M3abtiqZkN-VJFJMq/view?usp=sharing,https://drive.google.com/file/d/13qL26A6fxbeDrt5m87C3suz2y2NoiH1V/view?usp=sharing,,Колодка тормозная,"Hyundai Santa Fe (2010–2018), Kia Sorento XM (2009–2020). ",581012ba10,ASIMCO,Турц,8,2300
kd9739,https://drive.google.com/file/d/1aohll_ltCcMlHLrJJZgEuy8ocoXDZPMv/view?usp=sharing,https://drive.google.com/file/d/10oKKCRFNIR6VZZDM2MF0F6lD4ZP31TpX/view?usp=sharing,,Тормозная колодка,"Hyundai Santa Fe (06-), H-1 Starex, KIA Sorento (06).",583022ba20,ASIMCO,Турц,11,2000
kd7557,https://drive.google.com/file/d/1lJKC4zEQLNMM4NB0dKAdJ6-h_VtzsTFP/view?usp=sharing,https://drive.google.com/file/d/1hCmmAzc2m8QN3uC-MluIiIYpEmzLZV0A/view?usp=sharing,,Тормозная колодка,"OPEL OMEGA A/B/VECTRA В 1.6–2.2DTI 87–03, OPEL, SAAB.",90421528,ASIMCO,Турц,10,2100
kd7351,https://drive.google.com/file/d/1K9RH1ScBx4qfFJq5usX0z6egyAwlsCG8/view?usp=sharing,https://drive.google.com/file/d/1Dd0MIpgPN0TFHnk3pzCVy-9Y5v492pCM/view?usp=sharing,,Колодка тормозная,Opel Zafira A (F75) в период с 1999 по 2005 год. ,9195147,ASIMCO,Турц,4,2000
kd7552,https://drive.google.com/file/d/1zuMIRqUH5S6aKB-lPMA1O-94wbESJp_Q/view?usp=sharing,https://drive.google.com/file/d/1GNyCZwvbUC688IbIHawpAt3_AWnKQp3J/view?usp=sharing,,Тормозная колодка,"MERCEDES-BENZ G-CLASS CABRIO;
MERCEDES-BENZ G-CLASS;
MERCEDES-BENZ SPRINTER 2-T;
MERCEDES-BENZ SPRINTER 3-T;
MERCEDES-BENZ SPRINTER 4-T;
MERCEDES-BENZ SPRINTER CLASSIC 3,5-T;
MERCEDES-BENZ SPRINTER CLASSIC 4,6-T;
PUCH G-MODELL;
VW LT 28-35 II;
VW LT 28-46 II;
VW LTII.",A0084204420,ASIMCO,Турц,6,2000
kd7715f,https://drive.google.com/file/d/1Zsx7HTtl3uxPoRsh8IlbnKymlvF6vKDb/view?usp=sharing,https://drive.google.com/file/d/1vKhEO_N7bIAcNyvzgIPTR-2ZL9L7P-aS/view?usp=sharing,,Тормозная колодка,"Mercedes-Benz моделей W124/E, W126 и W201.",A0004209920,ASIMCO,Турц,8,2000
kd7762,https://drive.google.com/file/d/1N-LqSjejtntrg8es4Kz1hPQu_vq8Qg2P/view?usp=sharing,https://drive.google.com/file/d/1BSq0z6QQoCJzKapT7QKYQMRGjWhthpyj/view?usp=sharing,,колодки дисковые п.,Mercedes-Benz E-class T-Model (S211) E 350 T 4-matic (211.287) 2005–2009 годов выпуска.,A0044200720,ASIMCO,Турц,9,2100
kd7571,https://drive.google.com/file/d/1cKb29dVjO8dOeJdeCVojiQY-xW1aL_ot/view?usp=sharing,https://drive.google.com/file/d/1Un33popGkN4V1zJo_PAzg-XJ9P0PsBHj/view?usp=sharing,,Тормозные колодки,"Mercedes-Benz E-Class (W210), Mercedes-Benz C-Class (W203), Mercedes-Benz C-Class Estate (S203).",A0054201920,ASIMCO,Турц,18,2100
kd7787,https://drive.google.com/file/d/18iuGRMvvn4s22Hx_G__WxNyiGx5sJpXy/view?usp=sharing,https://drive.google.com/file/d/1F6BD7Qw47a8kpetLkzgZ5Lujy4b-tWA8/view?usp=sharing,,Тормозная колодка,"BMW 1, 3 и X1.",34216774692,ASIMCO,Турц,14,2080
kd7322,https://drive.google.com/file/d/11fjjN-fQvzspcJsQdh-tB4tW5fYLaFJe/view?usp=sharing,https://drive.google.com/file/d/1CXGKHeMeBVPV6EIZ7fdyurkmM0b-oos4/view?usp=sharing,,Колодки тормозные передние,"MERCEDES-BENZ, в частности для модели W204 (2006–2015).",A0054204220,ASIMCO,Турц,10,2000
kd7587,https://drive.google.com/file/d/13GGpcN8vYjGwm2sIiHmp-RN5JoluCBrQ/view?usp=sharing,https://drive.google.com/file/d/1i5N96kw_2MDUobLbURhGlAM7nVYLml50/view?usp=sharing,,колодки дисковые передние,Mercedes-Benz M-class W163.,A1634201220,ASIMCO,Турц,10,2250
kd1514,https://drive.google.com/file/d/1CS5Uh_xCPbWNYBaz7TZ4uq3XbRWp7zj7/view?usp=sharing,https://drive.google.com/file/d/1PeQ_brSc0g5oH0bCu_LgxT20KdBuJ5U2/view?usp=sharing,,тормозная колодка,"Mazda 5 (2005–2010), Mazda 5 (2010 и далее).",BPYK2648ZA9C,ASIMCO,Турц,18,2100
kd4243w,https://drive.google.com/file/d/12m9DtkdY6CHw2vq-NEX4g9UDH4Gf0_T-/view?usp=sharing,https://drive.google.com/file/d/1qU90-YJJP8x3qQMXdtXM9lMo_NfDwnfS/view?usp=sharing,,Тормозная колодка,"Mitsubishi Outlander (03-);
Mitsubishi Pajero (00-);
Mitsubishi Pajero Sport (98-).",MR389546,ASIMCO,Турц,10,2000
kd1756,https://drive.google.com/file/d/1NdYKDQbo4Mt1T_32PjlqB4FhUILWo6r2/view?usp=sharing,https://drive.google.com/file/d/13iyvjAFgh3v2Y77mUDX47HcMa0pfJQ1i/view?usp=sharing,,Тормозная колодка,"INFINITI FX35, FX45 и NISSAN Murano (Z50) (модель с индексом 03-). ",41060-CA093,ASIMCO,Турц,10,2200
kd1476f,https://drive.google.com/file/d/1fGHiX97ycUFWzl-zOSN0rKFLxVlHH6_i/view?usp=sharing,https://drive.google.com/file/d/1rOmg5JCnrvBy2Ny02p4CMSgSYAGkhGvJ/view?usp=sharing,,Тормозная колодка,"INFINITI FX35, FX45 и NISSAN Murano (Z50) (03-).",41060-CA093,ASIMCO,Турц,10,2100
kd1516,https://drive.google.com/file/d/1bltpNpm6zk_sevvFcJL2_muchWzaGPzD/view?usp=sharing,https://drive.google.com/file/d/18Wrq5v0kuZ4yNFo_fNEbbV2t2s4ttXL1/view?usp=sharing,,Тормозная колодка,INFINITI QX56 и INFINITI QX80.,D1060-9FE0A,ASIMCO,Турц,18,2100
kd1301,https://drive.google.com/file/d/1kWjQIqjFEMkqeDOQ5Ap9H5n23RoRzKi0/view?usp=sharing,https://drive.google.com/file/d/1hWo8UEyfGWFKrAy7NBOVGyKGyPP4jblC/view?usp=sharing,,тормозная колодка,INFINITI FX 35/45 (с года выпуска 2003 и позже) и PATHFINDER (R51M) (с года выпуска 2004 и позже). ,41060EB325,ASIMCO,Турц,21,2200
kd4203,https://drive.google.com/file/d/1p8oBdwhjc9Uw92vZjGvAlyZfTlur08Rh/view?usp=sharing,https://drive.google.com/file/d/1gaZ7kh7X-WEAPR76ShmGZ7Ek-VvlovkN/view?usp=sharing,,Тормозные колодки,"Mitsubishi ASX, Outlander II и Pajero II–IV.",4605A487,ASIMCO,Турц,10,2100
kd4718f,https://drive.google.com/file/d/1uUV87dJgwiMFvieaek4SGZEcjYOvA8z9/view?usp=sharing,https://drive.google.com/file/d/1aQLXuBDMPv9V7ezhQRm597h_33sqJWaQ/view?usp=sharing,,Тормозная колодка,"Mitsubishi Lancer, Mitsubishi Galant, Mitsubishi Colt, Mitsubishi Lancer Station Wagon.",MR389508,ASIMCO,Турц,10,2300
kd7581f,https://drive.google.com/file/d/1LvAeEIjEd-wOrRFt4qcNh8c987vxD5rf/view?usp=sharing,https://drive.google.com/file/d/1Z8Mj4nO2iuZyrUr6rRS_Bc_EVBZesoT3/view?usp=sharing,,Тормозная колодка,VW Phaeton 2002–2016 годов выпуска.,3D0698451A,ASIMCO,Турц,12,2300
kd7747,https://drive.google.com/file/d/1GXKgZ2yFmZJBVVofnsKmjn4aAuYlDb1n/view?usp=sharing,https://drive.google.com/file/d/1FZQ8-MVLG8iOrr4lkBVUacgTBKFlCyNl/view?usp=sharing,,Тормозная колодка,"Mercedes-Benz C-Class 93–01, E-Class 84–03, 190 82–94, CLK-Class 97–02.",A0054201720,ASIMCO,Турц,10,2100
kd4624w,https://drive.google.com/file/d/1t-vO60nPBsoesfpyOej61tpjs3ZPkLie/view?usp=sharing,https://drive.google.com/file/d/1l3Z_-iQbAhcx1S0KVw8oZGiA9pFC0ACM/view?usp=sharing,,Тормозная колодка,"Mitsubishi 3000 GT купе (Z1_A) 3.0 i 24V 4WD (Z16A);
Mitsubishi Eclipse II (D3_A) 2000 GS 16V (D32A);
Mitsubishi Space Wagon (N3_W, N4_W) 2.0 4WD (N43W).",MR 569780,ASIMCO,Турц,20,2100
kd7747,,,,тормозная колодка,"Mercedes-Benz C-Class 93–01, E-Class 84–03, 190 82–94, CLK-Class 97–02.",A0054201720,ASIMCO,Турц,5,2950
Kd7074,,,,тормозная колодка,"BMW 3 (E46), 3 Coupe (E46), 3 Touring (E46), X3 (E83).",34213403241,ASIMCO,Турц,4,2300
k2339,https://drive.google.com/file/d/1ZVUQaRnwF04H224xn7F1jf9E32btfx38/view?usp=sharing,https://drive.google.com/file/d/1cn3hrA4SXBD_FikJ9kpae2ILzQmKSV20/view?usp=sharing,,тормозная колодка,"Toyota IPSUM, Toyota LITE/TOWNACE, Toyota PICNIC/AVENSIS/VERSO.",04495-44020,ASIMCO,Турц,10,2100
k4223,https://drive.google.com/file/d/1X0kfVvNNdXkGQCclRAi3aSsKMUSmLBco/view?usp=sharing,https://drive.google.com/file/d/104NHAskUNrHOhyCwKKuEw01TcoBcBB_y/view?usp=sharing,,тормозная колодка,"Mitsubishi MIRAGE, Mitsubishi LANCER, Mitsubishi CHARIOT GRANDIS, Mitsubishi RVR.",mr289625,ASIMCO,Турц,9,2300
KD1508,https://drive.google.com/file/d/1JUEDiSrSTzCUcHsdX_QBx1K7zLtv5jso/view?usp=sharing,https://drive.google.com/file/d/1ujRnRpZ6CM0zTZBwGH1nHDbcK2FD8VU0/view?usp=sharing,,Тормозные колодки,"HAVAL H6, F7/F7x и Honda CR-V.",45022SHJA50,ASIMCO,Турц,16,2100
Kd7538,https://drive.google.com/file/d/1GrJrDrnw0hqdpboai23zQLh_DpmBizP4/view?usp=sharing,https://drive.google.com/file/d/1zAiBUP49ltlvq_9LH2i97A8NPhADI96n/view?usp=sharing,,Тормозные колодки,"BMW 3 (E46), 3 Compact (E46), 3 Coupe (E46), 3 Touring (E46), Z4 (E85), Z4 Coupe. ",34216778168,ASIMCO,Турц,8,2100
kd7534,,,,Тормозные колодки,"BMW 3 (E30, E36), 5 (E34), 7 (E32), Z3 (E36).",34211160198,ASIMCO,Турц,4,2100
kd1476f,,,,Тормозные колодки,"Nissan Murano Z50 (02–08);
Nissan Pathfinder R51 (05–14);
Nissan Murano Z51 (08–14);
Infiniti Q50 (V37).",DA060EB325,ASIMCO,Турц,8,2100
61570,,,,Шрус наружный,"Toyota Fortuner (AN50, AN60, -51, -61) — 2005–2012 годы выпуска;
Toyota Hilux (GGN,KUN,TGN,LAN) — 2004–2012 годы выпуска;
Toyota Tacoma (N200 (II)) — 2004–2015 годы выпуска.",43460-80033,AXLE,китай,1,4300
344361,https://drive.google.com/file/d/1m0etSO1PqhtNpcPSmNyKBDXVeUbUUzd0/view?usp=sharing,https://drive.google.com/file/d/1i3ScC4Z0_HliD9nUBuPXr0fGE9qG5oex/view?usp=sharing,https://drive.google.com/file/d/12jnGz_EprNEuvzTXQ0xBZTJlFbxTdzsA/view?usp=sharing,АМОРТИЗАТОР,Nissan Patrol Y61 в период с 1997 по 2025 год выпуска.,344361,BCOE,китай,4,2180
